o,percentGood
http://dbpedia.org/resource/1995_Kids'_Choice_Awards,100
http://dbpedia.org/resource/Satellite_Award_for_Best_Film,100
http://dbpedia.org/resource/C%C3%A9sar_Award_for_Best_Director,100
http://dbpedia.org/resource/15th_Annual_Grammy_Awards,100
http://dbpedia.org/resource/56th_Academy_Awards,100
"http://dbpedia.org/resource/Black_Reel_Award:_Best_Screenplay,_Adapted_or_Original",100
http://dbpedia.org/resource/Gotham_Independent_Film_Awards_2012,100
http://dbpedia.org/resource/Annie_Award_for_Directing_in_a_Feature_Production,100
http://dbpedia.org/resource/Karlovy_Vary_Award_Winners_2008,100
http://dbpedia.org/resource/Dallas-Fort_Worth_Film_Critics_Association_Award_for_Best_Supporting_Actor,100
http://dbpedia.org/resource/Hong_Kong_Film_Award_for_Best_Actress,100
http://dbpedia.org/resource/Satellite_Award_for_Best_Actress_%E2%80%93_Motion_Picture_Drama,100
http://dbpedia.org/resource/2011_Kids'_Choice_Awards,100
http://dbpedia.org/resource/25th_European_Film_Awards,100
http://dbpedia.org/resource/Costume_Designers_Guild_Award_for_Excellence_in_Costume_Design_for_a_Contemporary_Film,100
http://dbpedia.org/resource/Empire_Award_for_Best_Film,100
http://dbpedia.org/resource/Asia_Pacific_Screen_Award_for_Best_Feature_Film,100
http://dbpedia.org/resource/Academy_Award_for_Sound_Effects_Editing,100
http://dbpedia.org/resource/Imagen_Awards,100
http://dbpedia.org/resource/34th_Annual_Grammy_Awards,100
http://dbpedia.org/resource/AACTA_Award_for_Best_Production_Design,100
http://dbpedia.org/resource/Bram_Stoker_Award,100
http://dbpedia.org/resource/American_Movie_Awards,100
http://dbpedia.org/resource/Satellite_Award_for_Best_Supporting_Actor_-_Motion_Picture,100
http://dbpedia.org/resource/24th_Goya_Awards,100
http://dbpedia.org/resource/2013_BRIT_Awards,100
http://dbpedia.org/resource/ADG_Excellence_in_Production_Design_Award,100
http://dbpedia.org/resource/Jury_Award,100
http://dbpedia.org/resource/Template:Academy_Award_for_Best_Animated_Feature,100
http://dbpedia.org/resource/Indie_Awards,100
http://dbpedia.org/resource/Producers_Guild_of_America_Awards_2012,100
http://dbpedia.org/resource/Phoenix_Film_Critics_Society_Award_for_Best_Visual_Effects,100
http://dbpedia.org/resource/Best_Actor_Award_(Cannes_Film_Festival),100
http://dbpedia.org/resource/Prince_of_Asturias_Awards,100
http://dbpedia.org/resource/Washington_D.C._Area_Film_Critics_Association_Award_for_Best_Film,100
http://dbpedia.org/resource/British_Academy_Television_Awards,100
http://dbpedia.org/resource/59th_British_Academy_Film_Awards,100
http://dbpedia.org/resource/National_Board_of_Review_Awards_1990,100
http://dbpedia.org/resource/AFI's_100_Years_of_Film_Scores,100
http://dbpedia.org/resource/13th_Independent_Spirit_Awards,100
http://dbpedia.org/resource/Satellite_Award_for_Best_Editing,100
http://dbpedia.org/resource/1998_New_York_Film_Critics_Circle_Awards,100
http://dbpedia.org/resource/Golden_Satellite_Awards,100
http://dbpedia.org/resource/Screen_Actors_Guild_Awards,100
http://dbpedia.org/resource/Template:Broadcast_Film_Critics_Association_Award_for_Best_Comedy_Film,100
http://dbpedia.org/resource/Ariel_Award,100
http://dbpedia.org/resource/Turia_Awards,100
http://dbpedia.org/resource/30th_Golden_Globe_Awards,100
http://dbpedia.org/resource/Gawad_Urian_Awards,100
http://dbpedia.org/resource/Jutra_Award,100
http://dbpedia.org/resource/Laurence_Olivier_Award_for_Best_New_Musical,100
http://dbpedia.org/resource/List_of_Palestinian_submissions_for_the_Academy_Award_for_Best_Foreign_Language_Film,100
http://dbpedia.org/resource/Bavarian_Film_Awards,100
http://dbpedia.org/resource/Canadian_Comedy_Award,100
http://dbpedia.org/resource/6th_Irish_Film_&_Television_Awards,100
http://dbpedia.org/resource/ESPY_Awards_2005,100
http://dbpedia.org/resource/51st_Directors_Guild_of_America_Awards,100
http://dbpedia.org/resource/Genesis_Awards,100
http://dbpedia.org/resource/75th_Academy_Awards,100
http://dbpedia.org/resource/MTV_Video_Music_Awards,100
http://dbpedia.org/resource/Southeastern_Film_Critics_Association_Awards_1998,100
http://dbpedia.org/resource/Template:AcademyAwardBestDocumentaryFeature1981-2000,100
http://dbpedia.org/resource/Golden_Satellite_Award_for_Best_Actor_-_Motion_Picture_Musical_or_Comedy,100
http://dbpedia.org/resource/List_of_submissions_to_the_43rd_Academy_Awards_for_Best_Foreign_Language_Film,100
http://dbpedia.org/resource/AACTA_International_Award_for_Best_Film,100
http://dbpedia.org/resource/21st_GLAAD_Media_Awards,100
http://dbpedia.org/resource/Satellite_Award_for_Best_Supporting_Actress_%E2%80%93_Motion_Picture,100
http://dbpedia.org/resource/Academy_Award_for_Best_Actor_in_a_Leading_Role,100
http://dbpedia.org/resource/Screen_Award_for_Best_Actress_(Popular_Choice),100
http://dbpedia.org/resource/Boston_Society_of_Film_Critics_Award_for_Best_Cast,100
http://dbpedia.org/resource/Chicago_Film_Critics_Association_Award_for_Best_Animated_Film,100
http://dbpedia.org/resource/Template:ScreenActorsGuildAward_CastMotionPicture_2011%E2%80%932020,100
http://dbpedia.org/resource/Dallas%E2%80%93Fort_Worth_Film_Critics_Association_Awards_2009,100
http://dbpedia.org/resource/Black_Reel_Award_for_Best_Actress,100
http://dbpedia.org/resource/21st_Saturn_Awards,100
http://dbpedia.org/resource/Satellite_Award_for_Best_Visual_Effects,100
http://dbpedia.org/resource/86th_Academy_Awards,100
http://dbpedia.org/resource/5th_Empire_Awards,100
http://dbpedia.org/resource/Andr%C3%A9_Cavens_Award,100
http://dbpedia.org/resource/List_of_Portuguese_submissions_for_the_Academy_Award_for_Best_Foreign_Language_Film,100
http://dbpedia.org/resource/Ye%C5%9Fil%C3%A7am_Award,100
http://dbpedia.org/resource/London_Film_Critics_Circle_Award_for_Director_of_the_Year,100
http://dbpedia.org/resource/Golden_Globe_Award_for_Best_Supporting_Actor_-_Motion_Picture,100
http://dbpedia.org/resource/17th_Hollywood_Film_Awards,100
http://dbpedia.org/resource/78th_Academy_Awards,100
http://dbpedia.org/resource/Kansas_City_Film_Critics_Circle_Awards_1990,100
http://dbpedia.org/resource/Toronto_Film_Critics_Association_Award_for_Best_Foreign_Language_Film,100
http://dbpedia.org/resource/Template:Asian_Film_Award_for_Best_Film,100
http://dbpedia.org/resource/31st_News_&_Documentary_Emmy_Awards,100
http://dbpedia.org/resource/Empire_Award_for_Best_Actress,100
http://dbpedia.org/resource/British_Independent_Film_Award_%E2%80%93_Best_Supporting_Actor,100
http://dbpedia.org/resource/Chicago_Film_Critics_Association_Awards_1997,100
http://dbpedia.org/resource/Golden_Globe_Award_for_Best_Director_-_Motion_Picture,100
http://dbpedia.org/resource/Broadcast_Film_Critics_Association_Award_for_Best_Supporting_Actress,100
http://dbpedia.org/resource/Norwegian_Film_Institute's_Import_Award,100
http://dbpedia.org/resource/Academy_Special_Achievement_Award,100
http://dbpedia.org/resource/Clar%C3%ADn_Awards,100
http://dbpedia.org/resource/Argentinean_Film_Critics_Association_Awards,100
http://dbpedia.org/resource/Longman/History_Today_Awards,100
http://dbpedia.org/resource/Las_Vegas_Film_Critics_Society_Awards,100
http://dbpedia.org/resource/AFI's_100_Years...100_Stars,100
http://dbpedia.org/resource/Dallas%E2%80%93Fort_Worth_Film_Critics_Association_Awards_2008,100
"http://dbpedia.org/resource/Hugo_Award_for_Best_Dramatic_Presentation,_Long_Form",100
http://dbpedia.org/resource/Chicago_Film_Critics,100
http://dbpedia.org/resource/National_Society_of_Film_Critics_Awards_2011,100
http://dbpedia.org/resource/Academy_Award_for_Sound,100
http://dbpedia.org/resource/Golden_Globe_Award_for_Best_Actress_%E2%80%93_Motion_Picture_Drama,100
http://dbpedia.org/resource/National_Board_of_Review_Awards_2006,100
http://dbpedia.org/resource/Grierson_Documentary_Awards,100
http://dbpedia.org/resource/San_Diego_Film_Critics_Society_Awards,100
http://dbpedia.org/resource/Template:Saturn_Award_for_Best_Fantasy_Film_1991%E2%80%932010,100
http://dbpedia.org/resource/Bodil_Award_for_Best_American_Film,100
http://dbpedia.org/resource/Magritte_Award_for_Best_Foreign_Film_in_Coproduction,100
http://dbpedia.org/resource/Asian_Film_Award_for_Best_Actress,100
http://dbpedia.org/resource/62nd_British_Academy_Film_Awards,100
http://dbpedia.org/resource/Washington_D.C._Area_Film_Critics_Association_Awards,100
"http://dbpedia.org/resource/BAFTA_Award_for_Outstanding_Debut_by_a_British_Writer,_Director_or_Producer",100
http://dbpedia.org/resource/Black_Reel_Award_for_Best_Breakthrough_Performance,100
http://dbpedia.org/resource/C%C3%A9sar_Award_for_Best_Supporting_Actor,100
http://dbpedia.org/resource/Empire_Award_for_Best_Sci-Fi/Fantasy,100
http://dbpedia.org/resource/AFI's_100_Years..._100_Heroes_and_Villains,100
http://dbpedia.org/resource/BET_Awards,100
http://dbpedia.org/resource/Canada_Award,100
http://dbpedia.org/resource/Category:Genie_Award_winners_for_Best_Documentary_Film,100
http://dbpedia.org/resource/Golden_Globe_Award_for_Best_Actress_-_Motion_Picture_Drama,100
http://dbpedia.org/resource/Chicago_Film_Critics_Association_Awards_2007,100
http://dbpedia.org/resource/17th_Satellite_Awards,100
http://dbpedia.org/resource/European_Film_Award_for_Best_Cinematographer,100
http://dbpedia.org/resource/C%C3%A9sar_Award_for_Most_Promising_Actress,100
http://dbpedia.org/resource/12th_Critics'_Choice_Awards,100
http://dbpedia.org/resource/AFI's_100_Years..._100_Thrills,100
http://dbpedia.org/resource/Template:AcademyAwardBestPicture_1961%E2%80%931980,100
http://dbpedia.org/resource/Kansas_City_Film_Critics_Circle_Award_for_Best_Director,100
http://dbpedia.org/resource/Golden_Globe_Award_for_Best_Motion_Picture_%E2%80%94_Drama,100
http://dbpedia.org/resource/Template:Saturn_Award_for_Best_International_Film,100
http://dbpedia.org/resource/Indiana_Film_Critics_Association,100
http://dbpedia.org/resource/31st_Directors_Guild_of_America_Awards,100
http://dbpedia.org/resource/1997_New_York_Film_Critics_Circle_Awards,100
http://dbpedia.org/resource/Clarin_Entertainment_Awards,100
http://dbpedia.org/resource/Phoenix_Film_Critics_Society_Award_for_Best_Actor,100
http://dbpedia.org/resource/Category:Best_First_Work_Ariel_Award_winners,100
http://dbpedia.org/resource/London_Film_Critics_Circle_Awards_2011,100
http://dbpedia.org/resource/Los_Angeles_Film_Critics_Association_Award,100
http://dbpedia.org/resource/Template:Australian_Film_Institute_Award_for_Best_Film_1990-2009,100
http://dbpedia.org/resource/16th_Empire_Awards,100
http://dbpedia.org/resource/GLAAD_Media_Award_for_Outstanding_Documentary,100
http://dbpedia.org/resource/15th_Satellite_Awards,100
http://dbpedia.org/resource/Butaca_Awards,100
http://dbpedia.org/class/yago/FilmsFeaturingABestActressGoyaAwardWinningPerformance,100
http://dbpedia.org/resource/Satellite_Award_for_Best_Original_Song,100
http://dbpedia.org/resource/London_Film_Critics'_Circle_Awards,100
http://dbpedia.org/resource/NYFCC_Award,100
http://dbpedia.org/resource/BIFA_Award_for_Best_British_Independent_Film,100
http://dbpedia.org/resource/Dallas%E2%80%93Fort_Worth_Film_Critics_Association:_Top_10_Films,100
http://dbpedia.org/class/yago/FilmsFeaturingABestSupportingActressC%C3%A9sarAwardWinningPerformance,100
http://dbpedia.org/resource/Black_Reel_Award_for_Best_Film,100
http://dbpedia.org/resource/Directors_Guild_of_America_Awards_2007,100
"http://dbpedia.org/resource/List_of_prizes,_medals_and_awards",100
http://dbpedia.org/resource/76th_Academy_Awards_nominees_and_winners,100
http://dbpedia.org/resource/Template:European_Film_Award_for_Discovery_of_the_Year,100
http://dbpedia.org/resource/List_of_Danish_submissions_for_the_Academy_Award_for_Best_Foreign_Language_Film,100
http://dbpedia.org/resource/Category:Best_Picture_Ariel_Award_winners,100
http://dbpedia.org/resource/43rd_Japan_Record_Awards,100
http://dbpedia.org/resource/11th_Critics'_Choice_Awards,100
http://dbpedia.org/resource/56th_Golden_Globe_Awards,100
http://dbpedia.org/resource/66th_British_Academy_Film_Awards,100
http://dbpedia.org/resource/Korean_Film_Awards,100
http://dbpedia.org/resource/Satellite_Award_for_Best_Original_Score,100
http://dbpedia.org/resource/2011_New_York_Film_Critics_Circle_Awards,100
http://dbpedia.org/resource/Gotham_Independent_Film_Awards,100
http://dbpedia.org/resource/Los_Angeles_Film_Critics_Association_Awards_2007,100
http://dbpedia.org/resource/Grammy_Award_for_Best_Traditional_R&B_Performance,100
http://dbpedia.org/resource/61st_British_Academy_Film_Awards,100
http://dbpedia.org/resource/Annie_Award_for_Music_in_a_Feature_Production,100
http://dbpedia.org/resource/22nd_Young_Artist_Awards,100
http://dbpedia.org/resource/20th_Screen_Actors_Guild_Awards,100
http://dbpedia.org/resource/Template:Saturn_Award_for_Best_Horror_Film_1991%E2%80%932010,100
http://dbpedia.org/resource/Boston_Society_of_Film_Critics_Award_for_Best_Supporting_Actress,100
http://dbpedia.org/resource/Ariel_Award_in_2005,100
http://dbpedia.org/resource/Grammy_Award_for_Best_Pop_Performance_by_a_Duo_or_Group_with_Vocals,100
http://dbpedia.org/resource/Broadcast_Film_Critics_Association_Award_for_Best_Film,100
http://dbpedia.org/resource/43rd_British_Academy_Film_Awards,100
http://dbpedia.org/resource/London_Film_Critics_Circle_Award_for_Best_Actress,100
http://dbpedia.org/resource/Southeastern_Film_Critics_Association_Award_for_Best_Animated_Film,100
http://dbpedia.org/resource/Writers_Guild_of_America_Awards_2007,100
http://dbpedia.org/resource/Category:Canada_Award_winning_programs,100
http://dbpedia.org/resource/Blue_Dragon_Film_Awards,100
http://dbpedia.org/resource/Broadcast_Film_Critics_Association_Award_for_Best_Writer,100
http://dbpedia.org/resource/Florida_Film_Critics_Circle_Awards,100
http://www.2020awards.org/,100
http://dbpedia.org/resource/British_Independent_Film_Awards_2011,100
http://dbpedia.org/resource/46th_Golden_Globe_Awards,100
http://dbpedia.org/resource/American_Cinema_Editors_Award_for_Best_Edited_Feature_Film_%E2%80%93_Dramatic,100
http://dbpedia.org/resource/Black_Reel_Award:_Best_Breakthrough_Performance,100
http://portuguese-american-journal.com/mysteries-of-lisbon-awarded-best-foreign-film-by-toronto-and-london-critics/,100
http://dbpedia.org/resource/45th_British_Academy_Film_Awards,100
http://dbpedia.org/resource/66th_Golden_Globe_Awards,100
http://dbpedia.org/resource/Grammy_Award_for_Best_Traditional_R&B_Vocal_Performance,100
http://dbpedia.org/resource/BFCA_Critics'_Choice_Award_for_Best_Actress,100
http://dbpedia.org/resource/American_Film_Institute_Awards_2005,100
http://dbpedia.org/resource/38th_Annie_Awards,100
http://dbpedia.org/resource/Online_Film_Critics_Society_Award,100
http://dbpedia.org/resource/Saturn_Award_for_Best_Action/Adventure/Thriller_Film,100
http://dbpedia.org/resource/40th_Saturn_Awards,100
http://dbpedia.org/resource/IFTA_Awards,100
http://dbpedia.org/resource/Academy_Award_for_Editing,100
http://dbpedia.org/resource/39th_Saturn_Awards,100
http://dbpedia.org/resource/List_of_Turkish_submissions_for_the_Academy_Award_for_Best_Foreign_Language_Film,100
http://dbpedia.org/resource/Directors_Guild_of_America_Awards_1998,100
http://dbpedia.org/resource/Black_Reel_Award_for_Best_Director,100
http://dbpedia.org/resource/National_Society_of_Film_Critics_Award_for_Best_Director,100
http://dbpedia.org/resource/List_of_submissions_to_the_45th_Academy_Awards_for_Best_Foreign_Language_Film,100
http://dbpedia.org/resource/Golden_Eagle_Award_(Russia),100
http://dbpedia.org/resource/Template:AcademyAwardBestForeignLanguageFilm_1947%E2%80%931960,100
http://dbpedia.org/resource/Toronto_Film_Critics_Association_Award_for_Best_Supporting_Actress,100
http://dbpedia.org/resource/Dragons_and_Tigers_Award,100
http://dbpedia.org/resource/Hong_Kong_Film_Critics_Society_Award,100
http://dbpedia.org/resource/Hong_Kong_Film_Critics_Society,100
http://dbpedia.org/resource/American_Film_Institute_Awards_2012,100
http://dbpedia.org/resource/Independent_Spirit_Awards_2011,100
http://dbpedia.org/resource/New_York_Film_Critics'_Circle,100
http://dbpedia.org/resource/BRIT_Awards,100
http://dbpedia.org/resource/34th_C%C3%A9sar_Awards,100
http://dbpedia.org/resource/Online_Film_Critics_Society_Award_for_Best_Breakthrough_Filmmaker,100
http://dbpedia.org/resource/64th_British_Academy_Film_Awards,100
http://dbpedia.org/resource/67th_Golden_Globe_Awards,100
http://dbpedia.org/resource/Chicago_Film_Critics_Association_Award_for_Best_Actress,100
http://dbpedia.org/resource/AACTA_Award_for_Best_Original_Screenplay,100
http://dbpedia.org/resource/2011_Grammy_Awards,100
http://dbpedia.org/resource/National_Society_of_Film_Critics_Award_for_Best_Supporting_Actor,100
http://dbpedia.org/resource/46th_Grammy_Awards,100
http://dbpedia.org/resource/Hong_Kong_Film_Award_for_Best_Supporting_Actor,100
http://dbpedia.org/resource/Young_Hollywood_Awards,100
http://dbpedia.org/resource/Producers_Guild_of_America_Awards_2009,100
http://dbpedia.org/resource/Mark_Cousins_(film_critic),100
http://dbpedia.org/resource/Los_Angeles_Film_Critics,100
http://dbpedia.org/resource/47th_Grammy_Awards,100
http://dbpedia.org/resource/National_Board_of_Review_Awards_2011,100
http://dbpedia.org/resource/MTV_Movie_Awards_2006,100
http://dbpedia.org/resource/Academy_Award_Nominations,100
http://dbpedia.org/resource/38th_C%C3%A9sar_Awards,100
http://dbpedia.org/resource/6th_Critics'_Choice_Awards,100
http://dbpedia.org/resource/The_Saturn_Award,100
http://dbpedia.org/resource/5th_Screen_Actors_Guild_Awards,100
http://dbpedia.org/resource/59th_Golden_Globe_Awards,100
http://dbpedia.org/resource/Template:Hugo_Award_for_Best_Dramatic_Presentation_1958%E2%80%931980,100
http://dbpedia.org/resource/David_di_Donatello_Awards,100
http://dbpedia.org/resource/Image_Award,100
http://dbpedia.org/resource/Classical_BRIT_Award,100
http://dbpedia.org/resource/Independent_Spirit_Award_for_Best_Foreign_Film,100
http://dbpedia.org/resource/63rd_British_Academy_Film_Awards,100
http://dbpedia.org/resource/Satellite_Award_for_Best_Adapted_Screenplay,100
http://dbpedia.org/resource/Online_Film_Critics_Society_Award_for_Best_Supporting_Actress,100
http://dbpedia.org/resource/Distinguished_Eagle_Scout_Award,100
http://dbpedia.org/resource/51st_Golden_Globe_Awards,100
http://dbpedia.org/resource/Kansas_City_Film_Critics_Circle_Awards_2004,100
http://dbpedia.org/resource/European_Film_Award_%E2%80%93_People's_Choice_Award_for_Best_European_Film,100
http://dbpedia.org/resource/10th_Satellite_Awards,100
http://dbpedia.org/resource/Toronto_Film_Critics_Association_Awards_2011,100
http://dbpedia.org/resource/Peabody_Award,100
"http://dbpedia.org/resource/Golden_Globe_Award_for_Best_Actress_in_a_Motion_Picture,_Drama",100
http://dbpedia.org/resource/Boston_Society_of_Film_Critics_Awards_1990,100
http://dbpedia.org/resource/San_Diego_Film_Critics_Society_Awards_1997,100
http://dbpedia.org/resource/Teddy_Award,100
http://dbpedia.org/resource/National_Board_of_Review_Awards_2008,100
http://dbpedia.org/resource/Argentine_Film_Critics_Association_Awards,100
http://dbpedia.org/resource/Template:Golden_Globe_Award_for_Best_Foreign_Language_Film_1990%E2%80%932009,100
http://dbpedia.org/resource/Las_Vegas_Film_Critics_Society_Award_for_Best_Supporting_Actress,100
http://dbpedia.org/resource/Washington_D.C._Area_Film_Critics_Association_Awards_2013,100
http://dbpedia.org/resource/Template:Saturn_Award_for_Best_Science_Fiction_Film_1972%E2%80%931990,100
http://dbpedia.org/resource/Thailand_National_Film_Association_Awards,100
http://dbpedia.org/resource/Template:ScreenActorsGuildAward_CastMotionPicture_2001-2020,100
http://dbpedia.org/resource/52nd_Golden_Globe_Awards,100
http://dbpedia.org/resource/52nd_British_Academy_Film_Awards,100
http://dbpedia.org/resource/Screen_Actors_Guild_Awards_2005,100
http://dbpedia.org/resource/Tokyo_Anime_Award,100
http://dbpedia.org/resource/Goya_Award_for_Best_Original_Song,100
http://dbpedia.org/resource/San_Diego_Film_Critics_Society_Awards_2012,100
http://dbpedia.org/resource/Society_of_Texas_Film_Critics_Awards_1996,100
http://dbpedia.org/resource/Chicago_Film_Critics_Association_Award,100
http://dbpedia.org/resource/C%C3%A9sar_Award_for_Best_Cinematography,100
http://dbpedia.org/resource/British_Independent_Film_Award,100
http://dbpedia.org/resource/2013_Grammy_Awards,100
http://dbpedia.org/resource/National_Board_of_Review_Awards_1998,100
http://dbpedia.org/resource/Austin_Film_Critics_Association_Awards_2006,100
http://dbpedia.org/resource/National_Society_of_Film_Critics_Awards_1978,100
http://dbpedia.org/resource/Online_Film_Critics_Society_Award_for_Best_Editing,100
http://dbpedia.org/resource/Online_Film_Critics_Society_Awards_2009,100
http://dbpedia.org/resource/Academy_Awards/Documentary_Feature,100
http://dbpedia.org/resource/C%C3%A9sar_Award_for_Best_Supporting_Actress,100
http://dbpedia.org/resource/C%C3%A9sar_Awards_2009,100
http://dbpedia.org/resource/Satellite_Awards_2010,100
http://dbpedia.org/resource/Boston_Society_of_Film_Critics_Award,100
http://dbpedia.org/resource/18th_Empire_Awards,100
http://dbpedia.org/resource/60th_Golden_Globe_Awards,100
http://dbpedia.org/resource/African-American_Film_Critics_Association,100
http://dbpedia.org/resource/Florida_Film_Critics_Circle,100
http://dbpedia.org/resource/Black_Reel_Award:_Best_Film,100
http://dbpedia.org/resource/Chicago_Film_Critics_Association_Awards_1990,100
http://dbpedia.org/resource/Goya_Award_for_Best_Actress,100
http://dbpedia.org/resource/London_Film_Critics_Circle_Award_for_Actor_of_the_Year,100
http://dbpedia.org/resource/Boston_Society_of_Film_Critics_Awards,100
http://dbpedia.org/resource/Chicago_Film_Critics_Association_Awards_2012,100
http://dbpedia.org/resource/Laurence_Olivier_Award,100
http://dbpedia.org/resource/Independent_Spirit_Award_for_Best_Documentary_Feature,100
http://dbpedia.org/resource/National_Board_of_Review_Award_for_Best_Foreign_Language_Film,100
http://dbpedia.org/resource/Los_Angeles_Film_Critics_Association_Award_for_Best_Film,100
http://dbpedia.org/resource/Western_Heritage_Award,100
http://dbpedia.org/resource/20th_Goya_Awards,100
http://dbpedia.org/resource/Phoenix_Film_Critics_Society_Award,100
http://dbpedia.org/resource/Independent_Spirit_Award_for_Best_Director,100
http://dbpedia.org/resource/Template:AcademyAwardBestPicture_1981-2000,100
http://dbpedia.org/resource/Critics'_Choice_Movie_Awards,100
http://dbpedia.org/resource/BIFA_Award_for_Best_Performance_by_an_Actress_in_a_British_Independent_Film,100
http://dbpedia.org/resource/Key_Art_Awards,100
http://dbpedia.org/resource/Robert_Awards,100
http://dbpedia.org/resource/42nd_Academy_Awards,100
http://dbpedia.org/resource/Andr%C3%A9_Cavens_Award_for_Best_Film,100
http://dbpedia.org/resource/Dallas%E2%80%93Fort_Worth_Film_Critics_Association_Awards_2005,100
http://dbpedia.org/resource/Independent_Spirit_Award_for_Best_First_Screenplay,100
http://dbpedia.org/resource/BAFTA_Award_for_Best_Animated_Film,100
http://dbpedia.org/resource/Online_Film_Critics_Society_Awards_2005,100
http://dbpedia.org/resource/British_Fantasy_Award,100
http://dbpedia.org/resource/Houston_Film_Critics_Society_Awards_2009,100
http://dbpedia.org/resource/European_Film_Award_for_Best_Director,100
http://dbpedia.org/resource/Template:European_Film_Award_for_Best_Film,100
http://dbpedia.org/resource/65th_British_Academy_Film_Awards,100
http://dbpedia.org/resource/30th_C%C3%A9sar_Awards,100
http://dbpedia.org/resource/Visual_Effects_Society_Award_for_Outstanding_Animation_in_an_Animated_Feature_Motion_Picture,100
http://dbpedia.org/resource/Guldbagge_Award_for_Best_Actress_in_a_Supporting_Role,100
http://dbpedia.org/resource/Broadcast_Film_Critics_Association_Award_for_Best_Actor_in_an_Action_Movie,100
http://dbpedia.org/class/yago/FilmsFeaturingABestSupportingActorC%C3%A9sarAwardWinningPerformance,100
http://dbpedia.org/resource/BAFTA_Award_for_Best_Newcomer,100
http://dbpedia.org/resource/1990_New_York_Film_Critics_Circle_Awards,100
http://dbpedia.org/resource/58th_Golden_Globe_Awards,100
http://dbpedia.org/resource/Satellite_Awards_1997,100
http://dbpedia.org/resource/2007_MTV_Movie_Awards,100
http://dbpedia.org/resource/London_Film_Critics'_Circle,100
http://dbpedia.org/resource/Template:Saturn_Award_for_Best_Science_Fiction_Film_1991%E2%80%932010,100
http://dbpedia.org/resource/San_Francisco_Film_Critics_Circle_Awards_2011,100
http://dbpedia.org/resource/International_Monitor_Awards,100
http://dbpedia.org/resource/Golden_Globe_Award_for_Best_Motion_Picture_-_Musical_or_Comedy,100
http://dbpedia.org/resource/Directors_Guild_of_America_Awards_1978,100
http://dbpedia.org/resource/New_York_Film_Critics_Circle_Award_for_Best_Director,100
http://dbpedia.org/resource/2013_Teen_Choice_Awards,100
http://dbpedia.org/resource/36th_Saturn_Awards,100
http://dbpedia.org/resource/Golden_Globes_Awards,100
http://dbpedia.org/resource/Writers_Guild_of_America_Awards,100
http://dbpedia.org/resource/International_Online_Film_Critics'_Poll,100
http://dbpedia.org/resource/1994_MTV_Movie_Awards,100
http://dbpedia.org/resource/Academy_Award_for_Writing_Adapted_Screenplay,100
http://dbpedia.org/resource/New_York_Film_Critics_Circle_Award_for_Best_Foreign_Language_Film,100
http://dbpedia.org/resource/Guldbagge_Awards,100
http://dbpedia.org/resource/Producers_Guild_of_America_Awards,100
http://dbpedia.org/resource/Saturn_Award_for_Best_Action_or_Adventure_Film,100
http://dbpedia.org/resource/26th_British_Academy_Film_Awards,100
http://dbpedia.org/resource/10th_Irish_Film_&_Television_Awards,100
http://dbpedia.org/resource/61st_Academy_Awards,100
http://dbpedia.org/resource/2004_MTV_Movie_Awards,100
http://dbpedia.org/resource/National_Board_of_Review_Award_for_Best_Director,100
http://dbpedia.org/resource/Satellite_Awards_2011,100
http://dbpedia.org/resource/Category:Heart_of_Sarajevo_Award_for_Best_Film_winners,100
http://dbpedia.org/resource/AFI's_100_Years..._100_Songs,100
http://dbpedia.org/resource/Washington_D.C._Area_Film_Critics_Association_Award_for_Best_Cinematography,100
http://dbpedia.org/resource/Black_Reel_Award_for_Best_Supporting_Actor,100
http://dbpedia.org/resource/Ophir_Award,100
http://dbpedia.org/resource/National_Board_of_Review_Award_for_Best_Film,100
http://dbpedia.org/resource/Category:Best_Film_Kinema_Junpo_Award_winners,100
http://dbpedia.org/resource/Boston_Society_of_Film_Critics_Award_for_Best_Film,100
http://dbpedia.org/resource/Washington_D.C._Area_Film_Critics_Association_Award_for_Best_Supporting_Actor,100
http://dbpedia.org/resource/2012_BFI_London_Film_Festival_Awards,100
http://dbpedia.org/resource/Broadcast_Film_Critics_Association_Award_for_Best_Actress,100
http://dbpedia.org/resource/National_Society_of_Film_Critics_Awards,100
http://dbpedia.org/resource/51st_Grammy_Awards,100
http://dbpedia.org/resource/Toronto_Film_Critics_Association_Awards_2008,100
http://dbpedia.org/resource/Florida_Film_Critics_Circle_Awards_1998,100
http://dbpedia.org/resource/Kansas_City_Film_Critics_Circle_Awards_1971,100
http://dbpedia.org/resource/4th_Screen_Actors_Guild_Awards,100
http://dbpedia.org/resource/Black_Reel_Award:_Best_Actress,100
http://dbpedia.org/resource/National_Board_of_Review_Awards_2004,100
http://dbpedia.org/class/yago/FilmsFeaturingABestActorAcademyAwardWinningPerformance,100
http://dbpedia.org/resource/Category:Best_Thriller_Empire_Award_winners,100
http://dbpedia.org/resource/Category:Best_Animated_Feature_BAFTA_winners,100
http://dbpedia.org/resource/European_Film_Award,100
http://dbpedia.org/resource/Evening_Standard_British_Film_Awards,100
http://dbpedia.org/resource/Best_Screenplay_Award_(Cannes_Film_Festival),100
http://dbpedia.org/resource/3rd_Screen_Actors_Guild_Awards,100
http://dbpedia.org/resource/18th_British_Academy_Film_Awards,100
http://dbpedia.org/resource/San_Francisco_Film_Critics_Circle_Award_for_Best_Supporting_Actress,100
